,Date,All property types,City,index1,Month,Year,Yearly GDP
0,January 2000,130411,London,0,January,2000,1632591
0,February 2000,132705,London,1,February,2000,1632591
0,March 2000,134286,London,2,March,2000,1632591
0,April 2000,140670,London,3,April,2000,1632591
0,May 2000,140862,London,4,May,2000,1632591
0,June 2000,143542,London,5,June,2000,1632591
0,July 2000,146228,London,6,July,2000,1632591
0,August 2000,147284,London,7,August,2000,1632591
0,September 2000,147316,London,8,September,2000,1632591
0,October 2000,145626,London,9,October,2000,1632591
0,November 2000,147666,London,10,November,2000,1632591
0,December 2000,147483,London,11,December,2000,1632591
0,January 2000,39743,Manchester,262,January,2000,1632591
0,February 2000,40396,Manchester,263,February,2000,1632591
0,March 2000,40113,Manchester,264,March,2000,1632591
0,April 2000,40894,Manchester,265,April,2000,1632591
0,May 2000,41625,Manchester,266,May,2000,1632591
0,June 2000,42870,Manchester,267,June,2000,1632591
0,July 2000,43582,Manchester,268,July,2000,1632591
0,August 2000,44263,Manchester,269,August,2000,1632591
0,September 2000,44861,Manchester,270,September,2000,1632591
0,October 2000,44671,Manchester,271,October,2000,1632591
0,November 2000,43849,Manchester,272,November,2000,1632591
0,December 2000,44201,Manchester,273,December,2000,1632591
0,January 2000,57695,Birmingham,524,January,2000,1632591
0,February 2000,57603,Birmingham,525,February,2000,1632591
0,March 2000,57118,Birmingham,526,March,2000,1632591
0,April 2000,57982,Birmingham,527,April,2000,1632591
0,May 2000,59365,Birmingham,528,May,2000,1632591
0,June 2000,60332,Birmingham,529,June,2000,1632591
0,July 2000,61053,Birmingham,530,July,2000,1632591
0,August 2000,61409,Birmingham,531,August,2000,1632591
0,September 2000,62243,Birmingham,532,September,2000,1632591
0,October 2000,62525,Birmingham,533,October,2000,1632591
0,November 2000,62855,Birmingham,534,November,2000,1632591
0,December 2000,63549,Birmingham,535,December,2000,1632591
0,January 2000,55303,Leeds,786,January,2000,1632591
0,February 2000,55152,Leeds,787,February,2000,1632591
0,March 2000,55638,Leeds,788,March,2000,1632591
0,April 2000,56841,Leeds,789,April,2000,1632591
0,May 2000,58600,Leeds,790,May,2000,1632591
0,June 2000,60339,Leeds,791,June,2000,1632591
0,July 2000,61612,Leeds,792,July,2000,1632591
0,August 2000,62425,Leeds,793,August,2000,1632591
0,September 2000,62840,Leeds,794,September,2000,1632591
0,October 2000,62738,Leeds,795,October,2000,1632591
0,November 2000,62534,Leeds,796,November,2000,1632591
0,December 2000,62655,Leeds,797,December,2000,1632591
0,January 2000,70086,Southampton,1262,January,2000,1632591
0,February 2000,71160,Southampton,1263,February,2000,1632591
0,March 2000,70937,Southampton,1264,March,2000,1632591
0,April 2000,73579,Southampton,1265,April,2000,1632591
0,May 2000,74232,Southampton,1266,May,2000,1632591
0,June 2000,77095,Southampton,1267,June,2000,1632591
0,July 2000,78314,Southampton,1268,July,2000,1632591
0,August 2000,80853,Southampton,1269,August,2000,1632591
0,September 2000,82389,Southampton,1270,September,2000,1632591
0,October 2000,81258,Southampton,1271,October,2000,1632591
0,November 2000,80078,Southampton,1272,November,2000,1632591
0,December 2000,80539,Southampton,1273,December,2000,1632591
0,January 2000,42294,Liverpool,1524,January,2000,1632591
0,February 2000,41810,Liverpool,1525,February,2000,1632591
0,March 2000,42291,Liverpool,1526,March,2000,1632591
0,April 2000,42990,Liverpool,1527,April,2000,1632591
0,May 2000,43822,Liverpool,1528,May,2000,1632591
0,June 2000,44179,Liverpool,1529,June,2000,1632591
0,July 2000,43967,Liverpool,1530,July,2000,1632591
0,August 2000,43967,Liverpool,1531,August,2000,1632591
0,September 2000,44159,Liverpool,1532,September,2000,1632591
0,October 2000,45115,Liverpool,1533,October,2000,1632591
0,November 2000,46070,Liverpool,1534,November,2000,1632591
0,December 2000,47290,Liverpool,1535,December,2000,1632591
0,January 2000,57270,Newcastle upon Tyne,1786,January,2000,1632591
0,February 2000,57860,Newcastle upon Tyne,1787,February,2000,1632591
0,March 2000,57952,Newcastle upon Tyne,1788,March,2000,1632591
0,April 2000,58412,Newcastle upon Tyne,1789,April,2000,1632591
0,May 2000,58763,Newcastle upon Tyne,1790,May,2000,1632591
0,June 2000,59297,Newcastle upon Tyne,1791,June,2000,1632591
0,July 2000,60437,Newcastle upon Tyne,1792,July,2000,1632591
0,August 2000,60885,Newcastle upon Tyne,1793,August,2000,1632591
0,September 2000,60766,Newcastle upon Tyne,1794,September,2000,1632591
0,October 2000,60070,Newcastle upon Tyne,1795,October,2000,1632591
0,November 2000,59625,Newcastle upon Tyne,1796,November,2000,1632591
0,December 2000,60479,Newcastle upon Tyne,1797,December,2000,1632591
0,January 2000,49850,Sheffield,2048,January,2000,1632591
0,February 2000,49803,Sheffield,2049,February,2000,1632591
0,March 2000,49398,Sheffield,2050,March,2000,1632591
0,April 2000,49837,Sheffield,2051,April,2000,1632591
0,May 2000,50781,Sheffield,2052,May,2000,1632591
0,June 2000,52434,Sheffield,2053,June,2000,1632591
0,July 2000,53383,Sheffield,2054,July,2000,1632591
0,August 2000,53932,Sheffield,2055,August,2000,1632591
0,September 2000,54045,Sheffield,2056,September,2000,1632591
0,October 2000,53576,Sheffield,2057,October,2000,1632591
0,November 2000,53042,Sheffield,2058,November,2000,1632591
0,December 2000,52622,Sheffield,2059,December,2000,1632591
0,January 2000,97612,Brighton and Hove,2512,January,2000,1632591
0,February 2000,98682,Brighton and Hove,2513,February,2000,1632591
0,March 2000,100225,Brighton and Hove,2514,March,2000,1632591
0,April 2000,101094,Brighton and Hove,2515,April,2000,1632591
0,May 2000,103949,Brighton and Hove,2516,May,2000,1632591
0,June 2000,107588,Brighton and Hove,2517,June,2000,1632591
0,July 2000,110775,Brighton and Hove,2518,July,2000,1632591
0,August 2000,113444,Brighton and Hove,2519,August,2000,1632591
0,September 2000,114728,Brighton and Hove,2520,September,2000,1632591
0,October 2000,113488,Brighton and Hove,2521,October,2000,1632591
0,November 2000,111506,Brighton and Hove,2522,November,2000,1632591
0,December 2000,111257,Brighton and Hove,2523,December,2000,1632591
0,January 2000,45432,Leicester,2774,January,2000,1632591
0,February 2000,45583,Leicester,2775,February,2000,1632591
0,March 2000,45602,Leicester,2776,March,2000,1632591
0,April 2000,46443,Leicester,2777,April,2000,1632591
0,May 2000,46900,Leicester,2778,May,2000,1632591
0,June 2000,48093,Leicester,2779,June,2000,1632591
0,July 2000,48422,Leicester,2780,July,2000,1632591
0,August 2000,49728,Leicester,2781,August,2000,1632591
0,September 2000,49546,Leicester,2782,September,2000,1632591
0,October 2000,49826,Leicester,2783,October,2000,1632591
0,November 2000,49147,Leicester,2784,November,2000,1632591
0,December 2000,49221,Leicester,2785,December,2000,1632591
0,January 2000,91439,"Bournemouth,, Christchurch and Poole",3250,January,2000,1632591
0,February 2000,93174,"Bournemouth,, Christchurch and Poole",3251,February,2000,1632591
0,March 2000,93817,"Bournemouth,, Christchurch and Poole",3252,March,2000,1632591
0,April 2000,96235,"Bournemouth,, Christchurch and Poole",3253,April,2000,1632591
0,May 2000,97364,"Bournemouth,, Christchurch and Poole",3254,May,2000,1632591
0,June 2000,100041,"Bournemouth,, Christchurch and Poole",3255,June,2000,1632591
0,July 2000,102670,"Bournemouth,, Christchurch and Poole",3256,July,2000,1632591
0,August 2000,104110,"Bournemouth,, Christchurch and Poole",3257,August,2000,1632591
0,September 2000,103888,"Bournemouth,, Christchurch and Poole",3258,September,2000,1632591
0,October 2000,103026,"Bournemouth,, Christchurch and Poole",3259,October,2000,1632591
0,November 2000,104191,"Bournemouth,, Christchurch and Poole",3260,November,2000,1632591
0,December 2000,105174,"Bournemouth,, Christchurch and Poole",3261,December,2000,1632591
0,January 2000,65213,Cardiff,3512,January,2000,1632591
0,February 2000,64415,Cardiff,3513,February,2000,1632591
0,March 2000,64546,Cardiff,3514,March,2000,1632591
0,April 2000,64062,Cardiff,3515,April,2000,1632591
0,May 2000,65747,Cardiff,3516,May,2000,1632591
0,June 2000,67185,Cardiff,3517,June,2000,1632591
0,July 2000,68697,Cardiff,3518,July,2000,1632591
0,August 2000,69988,Cardiff,3519,August,2000,1632591
0,September 2000,71491,Cardiff,3520,September,2000,1632591
0,October 2000,72106,Cardiff,3521,October,2000,1632591
0,November 2000,71631,Cardiff,3522,November,2000,1632591
0,December 2000,71326,Cardiff,3523,December,2000,1632591
0,January 2000,52539,Coventry,3774,January,2000,1632591
0,February 2000,52376,Coventry,3775,February,2000,1632591
0,March 2000,52493,Coventry,3776,March,2000,1632591
0,April 2000,54084,Coventry,3777,April,2000,1632591
0,May 2000,55163,Coventry,3778,May,2000,1632591
0,June 2000,56757,Coventry,3779,June,2000,1632591
0,July 2000,57257,Coventry,3780,July,2000,1632591
0,August 2000,58610,Coventry,3781,August,2000,1632591
0,September 2000,59013,Coventry,3782,September,2000,1632591
0,October 2000,59297,Coventry,3783,October,2000,1632591
0,November 2000,58680,Coventry,3784,November,2000,1632591
0,December 2000,59065,Coventry,3785,December,2000,1632591
0,January 2000,44260,Middlesbrough,4036,January,2000,1632591
0,February 2000,43630,Middlesbrough,4037,February,2000,1632591
0,March 2000,44075,Middlesbrough,4038,March,2000,1632591
0,April 2000,43299,Middlesbrough,4039,April,2000,1632591
0,May 2000,44442,Middlesbrough,4040,May,2000,1632591
0,June 2000,44227,Middlesbrough,4041,June,2000,1632591
0,July 2000,44230,Middlesbrough,4042,July,2000,1632591
0,August 2000,44110,Middlesbrough,4043,August,2000,1632591
0,September 2000,44193,Middlesbrough,4044,September,2000,1632591
0,October 2000,44109,Middlesbrough,4045,October,2000,1632591
0,November 2000,42527,Middlesbrough,4046,November,2000,1632591
0,December 2000,43598,Middlesbrough,4047,December,2000,1632591
0,January 2000,35554,Stoke on Trent,4298,January,2000,1632591
0,February 2000,35673,Stoke on Trent,4299,February,2000,1632591
0,March 2000,35383,Stoke on Trent,4300,March,2000,1632591
0,April 2000,35583,Stoke on Trent,4301,April,2000,1632591
0,May 2000,36139,Stoke on Trent,4302,May,2000,1632591
0,June 2000,36758,Stoke on Trent,4303,June,2000,1632591
0,July 2000,36952,Stoke on Trent,4304,July,2000,1632591
0,August 2000,36471,Stoke on Trent,4305,August,2000,1632591
0,September 2000,36776,Stoke on Trent,4306,September,2000,1632591
0,October 2000,36339,Stoke on Trent,4307,October,2000,1632591
0,November 2000,36432,Stoke on Trent,4308,November,2000,1632591
0,December 2000,35613,Stoke on Trent,4309,December,2000,1632591
0,January 2000,103040,Reading,4560,January,2000,1632591
0,February 2000,105377,Reading,4561,February,2000,1632591
0,March 2000,109242,Reading,4562,March,2000,1632591
0,April 2000,112623,Reading,4563,April,2000,1632591
0,May 2000,114900,Reading,4564,May,2000,1632591
0,June 2000,117726,Reading,4565,June,2000,1632591
0,July 2000,118924,Reading,4566,July,2000,1632591
0,August 2000,120743,Reading,4567,August,2000,1632591
0,September 2000,120515,Reading,4568,September,2000,1632591
0,October 2000,119424,Reading,4569,October,2000,1632591
0,November 2000,119288,Reading,4570,November,2000,1632591
0,December 2000,118553,Reading,4571,December,2000,1632591
0,January 2000,45122,Sunderland,4822,January,2000,1632591
0,February 2000,44769,Sunderland,4823,February,2000,1632591
0,March 2000,45097,Sunderland,4824,March,2000,1632591
0,April 2000,46078,Sunderland,4825,April,2000,1632591
0,May 2000,47021,Sunderland,4826,May,2000,1632591
0,June 2000,46535,Sunderland,4827,June,2000,1632591
0,July 2000,45917,Sunderland,4828,July,2000,1632591
0,August 2000,45340,Sunderland,4829,August,2000,1632591
0,September 2000,45837,Sunderland,4830,September,2000,1632591
0,October 2000,45678,Sunderland,4831,October,2000,1632591
0,November 2000,45931,Sunderland,4832,November,2000,1632591
0,December 2000,45912,Sunderland,4833,December,2000,1632591
1,January 2001,149543,London,12,January,2001,1666429
1,February 2001,149776,London,13,February,2001,1666429
1,March 2001,150941,London,14,March,2001,1666429
1,April 2001,152865,London,15,April,2001,1666429
1,May 2001,157156,London,16,May,2001,1666429
1,June 2001,158760,London,17,June,2001,1666429
1,July 2001,161122,London,18,July,2001,1666429
1,August 2001,164628,London,19,August,2001,1666429
1,September 2001,164820,London,20,September,2001,1666429
1,October 2001,166189,London,21,October,2001,1666429
1,November 2001,167214,London,22,November,2001,1666429
1,December 2001,167693,London,23,December,2001,1666429
1,January 2001,43750,Manchester,274,January,2001,1666429
1,February 2001,44813,Manchester,275,February,2001,1666429
1,March 2001,44076,Manchester,276,March,2001,1666429
1,April 2001,45364,Manchester,277,April,2001,1666429
1,May 2001,46078,Manchester,278,May,2001,1666429
1,June 2001,46842,Manchester,279,June,2001,1666429
1,July 2001,48068,Manchester,280,July,2001,1666429
1,August 2001,49158,Manchester,281,August,2001,1666429
1,September 2001,50693,Manchester,282,September,2001,1666429
1,October 2001,50525,Manchester,283,October,2001,1666429
1,November 2001,49813,Manchester,284,November,2001,1666429
1,December 2001,49169,Manchester,285,December,2001,1666429
1,January 2001,64287,Birmingham,536,January,2001,1666429
1,February 2001,65120,Birmingham,537,February,2001,1666429
1,March 2001,65711,Birmingham,538,March,2001,1666429
1,April 2001,67388,Birmingham,539,April,2001,1666429
1,May 2001,68546,Birmingham,540,May,2001,1666429
1,June 2001,69720,Birmingham,541,June,2001,1666429
1,July 2001,70330,Birmingham,542,July,2001,1666429
1,August 2001,71643,Birmingham,543,August,2001,1666429
1,September 2001,72581,Birmingham,544,September,2001,1666429
1,October 2001,72985,Birmingham,545,October,2001,1666429
1,November 2001,73028,Birmingham,546,November,2001,1666429
1,December 2001,73216,Birmingham,547,December,2001,1666429
1,January 2001,62914,Leeds,798,January,2001,1666429
1,February 2001,63698,Leeds,799,February,2001,1666429
1,March 2001,63692,Leeds,800,March,2001,1666429
1,April 2001,64815,Leeds,801,April,2001,1666429
1,May 2001,65706,Leeds,802,May,2001,1666429
1,June 2001,67682,Leeds,803,June,2001,1666429
1,July 2001,68745,Leeds,804,July,2001,1666429
1,August 2001,69986,Leeds,805,August,2001,1666429
1,September 2001,70421,Leeds,806,September,2001,1666429
1,October 2001,70427,Leeds,807,October,2001,1666429
1,November 2001,70383,Leeds,808,November,2001,1666429
1,December 2001,71270,Leeds,809,December,2001,1666429
1,January 2001,81841,Southampton,1274,January,2001,1666429
1,February 2001,83770,Southampton,1275,February,2001,1666429
1,March 2001,82598,Southampton,1276,March,2001,1666429
1,April 2001,84278,Southampton,1277,April,2001,1666429
1,May 2001,84384,Southampton,1278,May,2001,1666429
1,June 2001,87272,Southampton,1279,June,2001,1666429
1,July 2001,88146,Southampton,1280,July,2001,1666429
1,August 2001,90482,Southampton,1281,August,2001,1666429
1,September 2001,90309,Southampton,1282,September,2001,1666429
1,October 2001,92777,Southampton,1283,October,2001,1666429
1,November 2001,94184,Southampton,1284,November,2001,1666429
1,December 2001,95288,Southampton,1285,December,2001,1666429
1,January 2001,48227,Liverpool,1536,January,2001,1666429
1,February 2001,47683,Liverpool,1537,February,2001,1666429
1,March 2001,47446,Liverpool,1538,March,2001,1666429
1,April 2001,46925,Liverpool,1539,April,2001,1666429
1,May 2001,48195,Liverpool,1540,May,2001,1666429
1,June 2001,48807,Liverpool,1541,June,2001,1666429
1,July 2001,49564,Liverpool,1542,July,2001,1666429
1,August 2001,49831,Liverpool,1543,August,2001,1666429
1,September 2001,49881,Liverpool,1544,September,2001,1666429
1,October 2001,49785,Liverpool,1545,October,2001,1666429
1,November 2001,49890,Liverpool,1546,November,2001,1666429
1,December 2001,50411,Liverpool,1547,December,2001,1666429
1,January 2001,60816,Newcastle upon Tyne,1798,January,2001,1666429
1,February 2001,60235,Newcastle upon Tyne,1799,February,2001,1666429
1,March 2001,61114,Newcastle upon Tyne,1800,March,2001,1666429
1,April 2001,61992,Newcastle upon Tyne,1801,April,2001,1666429
1,May 2001,64365,Newcastle upon Tyne,1802,May,2001,1666429
1,June 2001,64962,Newcastle upon Tyne,1803,June,2001,1666429
1,July 2001,66847,Newcastle upon Tyne,1804,July,2001,1666429
1,August 2001,69063,Newcastle upon Tyne,1805,August,2001,1666429
1,September 2001,68762,Newcastle upon Tyne,1806,September,2001,1666429
1,October 2001,68269,Newcastle upon Tyne,1807,October,2001,1666429
1,November 2001,66429,Newcastle upon Tyne,1808,November,2001,1666429
1,December 2001,71560,Newcastle upon Tyne,1809,December,2001,1666429
1,January 2001,53588,Sheffield,2060,January,2001,1666429
1,February 2001,53929,Sheffield,2061,February,2001,1666429
1,March 2001,53708,Sheffield,2062,March,2001,1666429
1,April 2001,53619,Sheffield,2063,April,2001,1666429
1,May 2001,54287,Sheffield,2064,May,2001,1666429
1,June 2001,56085,Sheffield,2065,June,2001,1666429
1,July 2001,57442,Sheffield,2066,July,2001,1666429
1,August 2001,59011,Sheffield,2067,August,2001,1666429
1,September 2001,59713,Sheffield,2068,September,2001,1666429
1,October 2001,59471,Sheffield,2069,October,2001,1666429
1,November 2001,58984,Sheffield,2070,November,2001,1666429
1,December 2001,59137,Sheffield,2071,December,2001,1666429
1,January 2001,113076,Brighton and Hove,2524,January,2001,1666429
1,February 2001,114804,Brighton and Hove,2525,February,2001,1666429
1,March 2001,116978,Brighton and Hove,2526,March,2001,1666429
1,April 2001,118568,Brighton and Hove,2527,April,2001,1666429
1,May 2001,121984,Brighton and Hove,2528,May,2001,1666429
1,June 2001,126247,Brighton and Hove,2529,June,2001,1666429
1,July 2001,131091,Brighton and Hove,2530,July,2001,1666429
1,August 2001,135196,Brighton and Hove,2531,August,2001,1666429
1,September 2001,137237,Brighton and Hove,2532,September,2001,1666429
1,October 2001,138844,Brighton and Hove,2533,October,2001,1666429
1,November 2001,139081,Brighton and Hove,2534,November,2001,1666429
1,December 2001,138757,Brighton and Hove,2535,December,2001,1666429
1,January 2001,49640,Leicester,2786,January,2001,1666429
1,February 2001,50204,Leicester,2787,February,2001,1666429
1,March 2001,51472,Leicester,2788,March,2001,1666429
1,April 2001,52071,Leicester,2789,April,2001,1666429
1,May 2001,53655,Leicester,2790,May,2001,1666429
1,June 2001,54040,Leicester,2791,June,2001,1666429
1,July 2001,55089,Leicester,2792,July,2001,1666429
1,August 2001,55914,Leicester,2793,August,2001,1666429
1,September 2001,56757,Leicester,2794,September,2001,1666429
1,October 2001,57890,Leicester,2795,October,2001,1666429
1,November 2001,58793,Leicester,2796,November,2001,1666429
1,December 2001,60802,Leicester,2797,December,2001,1666429
1,January 2001,105634,"Bournemouth,, Christchurch and Poole",3262,January,2001,1666429
1,February 2001,103338,"Bournemouth,, Christchurch and Poole",3263,February,2001,1666429
1,March 2001,104600,"Bournemouth,, Christchurch and Poole",3264,March,2001,1666429
1,April 2001,105006,"Bournemouth,, Christchurch and Poole",3265,April,2001,1666429
1,May 2001,108137,"Bournemouth,, Christchurch and Poole",3266,May,2001,1666429
1,June 2001,108755,"Bournemouth,, Christchurch and Poole",3267,June,2001,1666429
1,July 2001,111048,"Bournemouth,, Christchurch and Poole",3268,July,2001,1666429
1,August 2001,112382,"Bournemouth,, Christchurch and Poole",3269,August,2001,1666429
1,September 2001,115392,"Bournemouth,, Christchurch and Poole",3270,September,2001,1666429
1,October 2001,117153,"Bournemouth,, Christchurch and Poole",3271,October,2001,1666429
1,November 2001,119157,"Bournemouth,, Christchurch and Poole",3272,November,2001,1666429
1,December 2001,119473,"Bournemouth,, Christchurch and Poole",3273,December,2001,1666429
1,January 2001,71940,Cardiff,3524,January,2001,1666429
1,February 2001,73704,Cardiff,3525,February,2001,1666429
1,March 2001,74456,Cardiff,3526,March,2001,1666429
1,April 2001,74585,Cardiff,3527,April,2001,1666429
1,May 2001,75468,Cardiff,3528,May,2001,1666429
1,June 2001,76746,Cardiff,3529,June,2001,1666429
1,July 2001,78307,Cardiff,3530,July,2001,1666429
1,August 2001,78765,Cardiff,3531,August,2001,1666429
1,September 2001,80278,Cardiff,3532,September,2001,1666429
1,October 2001,81097,Cardiff,3533,October,2001,1666429
1,November 2001,82013,Cardiff,3534,November,2001,1666429
1,December 2001,82532,Cardiff,3535,December,2001,1666429
1,January 2001,59533,Coventry,3786,January,2001,1666429
1,February 2001,60625,Coventry,3787,February,2001,1666429
1,March 2001,61107,Coventry,3788,March,2001,1666429
1,April 2001,62989,Coventry,3789,April,2001,1666429
1,May 2001,63886,Coventry,3790,May,2001,1666429
1,June 2001,65283,Coventry,3791,June,2001,1666429
1,July 2001,65245,Coventry,3792,July,2001,1666429
1,August 2001,65995,Coventry,3793,August,2001,1666429
1,September 2001,66175,Coventry,3794,September,2001,1666429
1,October 2001,66517,Coventry,3795,October,2001,1666429
1,November 2001,67184,Coventry,3796,November,2001,1666429
1,December 2001,67848,Coventry,3797,December,2001,1666429
1,January 2001,43710,Middlesbrough,4048,January,2001,1666429
1,February 2001,43293,Middlesbrough,4049,February,2001,1666429
1,March 2001,40745,Middlesbrough,4050,March,2001,1666429
1,April 2001,40855,Middlesbrough,4051,April,2001,1666429
1,May 2001,42161,Middlesbrough,4052,May,2001,1666429
1,June 2001,44072,Middlesbrough,4053,June,2001,1666429
1,July 2001,44412,Middlesbrough,4054,July,2001,1666429
1,August 2001,44943,Middlesbrough,4055,August,2001,1666429
1,September 2001,45809,Middlesbrough,4056,September,2001,1666429
1,October 2001,46602,Middlesbrough,4057,October,2001,1666429
1,November 2001,46873,Middlesbrough,4058,November,2001,1666429
1,December 2001,46300,Middlesbrough,4059,December,2001,1666429
1,January 2001,35868,Stoke on Trent,4310,January,2001,1666429
1,February 2001,36381,Stoke on Trent,4311,February,2001,1666429
1,March 2001,37194,Stoke on Trent,4312,March,2001,1666429
1,April 2001,37204,Stoke on Trent,4313,April,2001,1666429
1,May 2001,37710,Stoke on Trent,4314,May,2001,1666429
1,June 2001,37818,Stoke on Trent,4315,June,2001,1666429
1,July 2001,38351,Stoke on Trent,4316,July,2001,1666429
1,August 2001,38867,Stoke on Trent,4317,August,2001,1666429
1,September 2001,39515,Stoke on Trent,4318,September,2001,1666429
1,October 2001,39358,Stoke on Trent,4319,October,2001,1666429
1,November 2001,39632,Stoke on Trent,4320,November,2001,1666429
1,December 2001,39401,Stoke on Trent,4321,December,2001,1666429
1,January 2001,119941,Reading,4572,January,2001,1666429
1,February 2001,119231,Reading,4573,February,2001,1666429
1,March 2001,118325,Reading,4574,March,2001,1666429
1,April 2001,119242,Reading,4575,April,2001,1666429
1,May 2001,120903,Reading,4576,May,2001,1666429
1,June 2001,124507,Reading,4577,June,2001,1666429
1,July 2001,126940,Reading,4578,July,2001,1666429
1,August 2001,129500,Reading,4579,August,2001,1666429
1,September 2001,130938,Reading,4580,September,2001,1666429
1,October 2001,132416,Reading,4581,October,2001,1666429
1,November 2001,132961,Reading,4582,November,2001,1666429
1,December 2001,133353,Reading,4583,December,2001,1666429
1,January 2001,45911,Sunderland,4834,January,2001,1666429
1,February 2001,45482,Sunderland,4835,February,2001,1666429
1,March 2001,45929,Sunderland,4836,March,2001,1666429
1,April 2001,47020,Sunderland,4837,April,2001,1666429
1,May 2001,48821,Sunderland,4838,May,2001,1666429
1,June 2001,49689,Sunderland,4839,June,2001,1666429
1,July 2001,50090,Sunderland,4840,July,2001,1666429
1,August 2001,51015,Sunderland,4841,August,2001,1666429
1,September 2001,51120,Sunderland,4842,September,2001,1666429
1,October 2001,51681,Sunderland,4843,October,2001,1666429
1,November 2001,51714,Sunderland,4844,November,2001,1666429
1,December 2001,51607,Sunderland,4845,December,2001,1666429
2,January 2002,169841,London,24,January,2002,1701811
2,February 2002,170502,London,25,February,2002,1701811
2,March 2002,172749,London,26,March,2002,1701811
2,April 2002,178218,London,27,April,2002,1701811
2,May 2002,182805,London,28,May,2002,1701811
2,June 2002,186038,London,29,June,2002,1701811
2,July 2002,191162,London,30,July,2002,1701811
2,August 2002,195333,London,31,August,2002,1701811
2,September 2002,197045,London,32,September,2002,1701811
2,October 2002,199092,London,33,October,2002,1701811
2,November 2002,202527,London,34,November,2002,1701811
2,December 2002,203437,London,35,December,2002,1701811
2,January 2002,48845,Manchester,286,January,2002,1701811
2,February 2002,48936,Manchester,287,February,2002,1701811
2,March 2002,49427,Manchester,288,March,2002,1701811
2,April 2002,51504,Manchester,289,April,2002,1701811
2,May 2002,52934,Manchester,290,May,2002,1701811
2,June 2002,54970,Manchester,291,June,2002,1701811
2,July 2002,56166,Manchester,292,July,2002,1701811
2,August 2002,58516,Manchester,293,August,2002,1701811
2,September 2002,58513,Manchester,294,September,2002,1701811
2,October 2002,58905,Manchester,295,October,2002,1701811
2,November 2002,59466,Manchester,296,November,2002,1701811
2,December 2002,60179,Manchester,297,December,2002,1701811
2,January 2002,73118,Birmingham,548,January,2002,1701811
2,February 2002,73407,Birmingham,549,February,2002,1701811
2,March 2002,74824,Birmingham,550,March,2002,1701811
2,April 2002,76716,Birmingham,551,April,2002,1701811
2,May 2002,79052,Birmingham,552,May,2002,1701811
2,June 2002,81179,Birmingham,553,June,2002,1701811
2,July 2002,84209,Birmingham,554,July,2002,1701811
2,August 2002,86616,Birmingham,555,August,2002,1701811
2,September 2002,88970,Birmingham,556,September,2002,1701811
2,October 2002,90462,Birmingham,557,October,2002,1701811
2,November 2002,92926,Birmingham,558,November,2002,1701811
2,December 2002,95113,Birmingham,559,December,2002,1701811
2,January 2002,71659,Leeds,810,January,2002,1701811
2,February 2002,71944,Leeds,811,February,2002,1701811
2,March 2002,72314,Leeds,812,March,2002,1701811
2,April 2002,74384,Leeds,813,April,2002,1701811
2,May 2002,76318,Leeds,814,May,2002,1701811
2,June 2002,79817,Leeds,815,June,2002,1701811
2,July 2002,82212,Leeds,816,July,2002,1701811
2,August 2002,84980,Leeds,817,August,2002,1701811
2,September 2002,85618,Leeds,818,September,2002,1701811
2,October 2002,86496,Leeds,819,October,2002,1701811
2,November 2002,88052,Leeds,820,November,2002,1701811
2,December 2002,90213,Leeds,821,December,2002,1701811
2,January 2002,96505,Southampton,1286,January,2002,1701811
2,February 2002,96362,Southampton,1287,February,2002,1701811
2,March 2002,98235,Southampton,1288,March,2002,1701811
2,April 2002,97657,Southampton,1289,April,2002,1701811
2,May 2002,101237,Southampton,1290,May,2002,1701811
2,June 2002,103250,Southampton,1291,June,2002,1701811
2,July 2002,108194,Southampton,1292,July,2002,1701811
2,August 2002,109313,Southampton,1293,August,2002,1701811
2,September 2002,114182,Southampton,1294,September,2002,1701811
2,October 2002,115465,Southampton,1295,October,2002,1701811
2,November 2002,118706,Southampton,1296,November,2002,1701811
2,December 2002,119642,Southampton,1297,December,2002,1701811
2,January 2002,50539,Liverpool,1548,January,2002,1701811
2,February 2002,50363,Liverpool,1549,February,2002,1701811
2,March 2002,50917,Liverpool,1550,March,2002,1701811
2,April 2002,51379,Liverpool,1551,April,2002,1701811
2,May 2002,52999,Liverpool,1552,May,2002,1701811
2,June 2002,53144,Liverpool,1553,June,2002,1701811
2,July 2002,55226,Liverpool,1554,July,2002,1701811
2,August 2002,54771,Liverpool,1555,August,2002,1701811
2,September 2002,55565,Liverpool,1556,September,2002,1701811
2,October 2002,54502,Liverpool,1557,October,2002,1701811
2,November 2002,55279,Liverpool,1558,November,2002,1701811
2,December 2002,56802,Liverpool,1559,December,2002,1701811
2,January 2002,72899,Newcastle upon Tyne,1810,January,2002,1701811
2,February 2002,75779,Newcastle upon Tyne,1811,February,2002,1701811
2,March 2002,74007,Newcastle upon Tyne,1812,March,2002,1701811
2,April 2002,75062,Newcastle upon Tyne,1813,April,2002,1701811
2,May 2002,77068,Newcastle upon Tyne,1814,May,2002,1701811
2,June 2002,79604,Newcastle upon Tyne,1815,June,2002,1701811
2,July 2002,82769,Newcastle upon Tyne,1816,July,2002,1701811
2,August 2002,84493,Newcastle upon Tyne,1817,August,2002,1701811
2,September 2002,85950,Newcastle upon Tyne,1818,September,2002,1701811
2,October 2002,87637,Newcastle upon Tyne,1819,October,2002,1701811
2,November 2002,88654,Newcastle upon Tyne,1820,November,2002,1701811
