,0,1,Month,Actual year,index1,Year,Date,All property types,City,Yearly GDP
0,January,2000,January,2000,0,2000,January 2000,130411,London,1632591
0,February,2000,February,2000,1,2000,February 2000,132705,London,1632591
0,March,2000,March,2000,2,2000,March 2000,134286,London,1632591
0,April,2000,April,2000,3,2000,April 2000,140670,London,1632591
0,May,2000,May,2000,4,2000,May 2000,140862,London,1632591
0,June,2000,June,2000,5,2000,June 2000,143542,London,1632591
0,July,2000,July,2000,6,2000,July 2000,146228,London,1632591
0,August,2000,August,2000,7,2000,August 2000,147284,London,1632591
0,September,2000,September,2000,8,2000,September 2000,147316,London,1632591
0,October,2000,October,2000,9,2000,October 2000,145626,London,1632591
0,November,2000,November,2000,10,2000,November 2000,147666,London,1632591
0,December,2000,December,2000,11,2000,December 2000,147483,London,1632591
0,January,2000,January,2000,262,2000,January 2000,39743,Manchester,1632591
0,February,2000,February,2000,263,2000,February 2000,40396,Manchester,1632591
0,March,2000,March,2000,264,2000,March 2000,40113,Manchester,1632591
0,April,2000,April,2000,265,2000,April 2000,40894,Manchester,1632591
0,May,2000,May,2000,266,2000,May 2000,41625,Manchester,1632591
0,June,2000,June,2000,267,2000,June 2000,42870,Manchester,1632591
0,July,2000,July,2000,268,2000,July 2000,43582,Manchester,1632591
0,August,2000,August,2000,269,2000,August 2000,44263,Manchester,1632591
0,September,2000,September,2000,270,2000,September 2000,44861,Manchester,1632591
0,October,2000,October,2000,271,2000,October 2000,44671,Manchester,1632591
0,November,2000,November,2000,272,2000,November 2000,43849,Manchester,1632591
0,December,2000,December,2000,273,2000,December 2000,44201,Manchester,1632591
0,January,2000,January,2000,524,2000,January 2000,57695,Birmingham,1632591
0,February,2000,February,2000,525,2000,February 2000,57603,Birmingham,1632591
0,March,2000,March,2000,526,2000,March 2000,57118,Birmingham,1632591
0,April,2000,April,2000,527,2000,April 2000,57982,Birmingham,1632591
0,May,2000,May,2000,528,2000,May 2000,59365,Birmingham,1632591
0,June,2000,June,2000,529,2000,June 2000,60332,Birmingham,1632591
0,July,2000,July,2000,530,2000,July 2000,61053,Birmingham,1632591
0,August,2000,August,2000,531,2000,August 2000,61409,Birmingham,1632591
0,September,2000,September,2000,532,2000,September 2000,62243,Birmingham,1632591
0,October,2000,October,2000,533,2000,October 2000,62525,Birmingham,1632591
0,November,2000,November,2000,534,2000,November 2000,62855,Birmingham,1632591
0,December,2000,December,2000,535,2000,December 2000,63549,Birmingham,1632591
0,January,2000,January,2000,786,2000,January 2000,55303,Leeds,1632591
0,February,2000,February,2000,787,2000,February 2000,55152,Leeds,1632591
0,March,2000,March,2000,788,2000,March 2000,55638,Leeds,1632591
0,April,2000,April,2000,789,2000,April 2000,56841,Leeds,1632591
0,May,2000,May,2000,790,2000,May 2000,58600,Leeds,1632591
0,June,2000,June,2000,791,2000,June 2000,60339,Leeds,1632591
0,July,2000,July,2000,792,2000,July 2000,61612,Leeds,1632591
0,August,2000,August,2000,793,2000,August 2000,62425,Leeds,1632591
0,September,2000,September,2000,794,2000,September 2000,62840,Leeds,1632591
0,October,2000,October,2000,795,2000,October 2000,62738,Leeds,1632591
0,November,2000,November,2000,796,2000,November 2000,62534,Leeds,1632591
0,December,2000,December,2000,797,2000,December 2000,62655,Leeds,1632591
0,January,2000,January,2000,1262,2000,January 2000,70086,Southampton,1632591
0,February,2000,February,2000,1263,2000,February 2000,71160,Southampton,1632591
0,March,2000,March,2000,1264,2000,March 2000,70937,Southampton,1632591
0,April,2000,April,2000,1265,2000,April 2000,73579,Southampton,1632591
0,May,2000,May,2000,1266,2000,May 2000,74232,Southampton,1632591
0,June,2000,June,2000,1267,2000,June 2000,77095,Southampton,1632591
0,July,2000,July,2000,1268,2000,July 2000,78314,Southampton,1632591
0,August,2000,August,2000,1269,2000,August 2000,80853,Southampton,1632591
0,September,2000,September,2000,1270,2000,September 2000,82389,Southampton,1632591
0,October,2000,October,2000,1271,2000,October 2000,81258,Southampton,1632591
0,November,2000,November,2000,1272,2000,November 2000,80078,Southampton,1632591
0,December,2000,December,2000,1273,2000,December 2000,80539,Southampton,1632591
0,January,2000,January,2000,1524,2000,January 2000,42294,Liverpool,1632591
0,February,2000,February,2000,1525,2000,February 2000,41810,Liverpool,1632591
0,March,2000,March,2000,1526,2000,March 2000,42291,Liverpool,1632591
0,April,2000,April,2000,1527,2000,April 2000,42990,Liverpool,1632591
0,May,2000,May,2000,1528,2000,May 2000,43822,Liverpool,1632591
0,June,2000,June,2000,1529,2000,June 2000,44179,Liverpool,1632591
0,July,2000,July,2000,1530,2000,July 2000,43967,Liverpool,1632591
0,August,2000,August,2000,1531,2000,August 2000,43967,Liverpool,1632591
0,September,2000,September,2000,1532,2000,September 2000,44159,Liverpool,1632591
0,October,2000,October,2000,1533,2000,October 2000,45115,Liverpool,1632591
0,November,2000,November,2000,1534,2000,November 2000,46070,Liverpool,1632591
0,December,2000,December,2000,1535,2000,December 2000,47290,Liverpool,1632591
0,January,2000,January,2000,1786,2000,January 2000,57270,Newcastle upon Tyne,1632591
0,February,2000,February,2000,1787,2000,February 2000,57860,Newcastle upon Tyne,1632591
0,March,2000,March,2000,1788,2000,March 2000,57952,Newcastle upon Tyne,1632591
0,April,2000,April,2000,1789,2000,April 2000,58412,Newcastle upon Tyne,1632591
0,May,2000,May,2000,1790,2000,May 2000,58763,Newcastle upon Tyne,1632591
0,June,2000,June,2000,1791,2000,June 2000,59297,Newcastle upon Tyne,1632591
0,July,2000,July,2000,1792,2000,July 2000,60437,Newcastle upon Tyne,1632591
0,August,2000,August,2000,1793,2000,August 2000,60885,Newcastle upon Tyne,1632591
0,September,2000,September,2000,1794,2000,September 2000,60766,Newcastle upon Tyne,1632591
0,October,2000,October,2000,1795,2000,October 2000,60070,Newcastle upon Tyne,1632591
0,November,2000,November,2000,1796,2000,November 2000,59625,Newcastle upon Tyne,1632591
0,December,2000,December,2000,1797,2000,December 2000,60479,Newcastle upon Tyne,1632591
0,January,2000,January,2000,2048,2000,January 2000,49850,Sheffield,1632591
0,February,2000,February,2000,2049,2000,February 2000,49803,Sheffield,1632591
0,March,2000,March,2000,2050,2000,March 2000,49398,Sheffield,1632591
0,April,2000,April,2000,2051,2000,April 2000,49837,Sheffield,1632591
0,May,2000,May,2000,2052,2000,May 2000,50781,Sheffield,1632591
0,June,2000,June,2000,2053,2000,June 2000,52434,Sheffield,1632591
0,July,2000,July,2000,2054,2000,July 2000,53383,Sheffield,1632591
0,August,2000,August,2000,2055,2000,August 2000,53932,Sheffield,1632591
0,September,2000,September,2000,2056,2000,September 2000,54045,Sheffield,1632591
0,October,2000,October,2000,2057,2000,October 2000,53576,Sheffield,1632591
0,November,2000,November,2000,2058,2000,November 2000,53042,Sheffield,1632591
0,December,2000,December,2000,2059,2000,December 2000,52622,Sheffield,1632591
0,January,2000,January,2000,2512,2000,January 2000,97612,Brighton and Hove,1632591
0,February,2000,February,2000,2513,2000,February 2000,98682,Brighton and Hove,1632591
0,March,2000,March,2000,2514,2000,March 2000,100225,Brighton and Hove,1632591
0,April,2000,April,2000,2515,2000,April 2000,101094,Brighton and Hove,1632591
0,May,2000,May,2000,2516,2000,May 2000,103949,Brighton and Hove,1632591
0,June,2000,June,2000,2517,2000,June 2000,107588,Brighton and Hove,1632591
0,July,2000,July,2000,2518,2000,July 2000,110775,Brighton and Hove,1632591
0,August,2000,August,2000,2519,2000,August 2000,113444,Brighton and Hove,1632591
0,September,2000,September,2000,2520,2000,September 2000,114728,Brighton and Hove,1632591
0,October,2000,October,2000,2521,2000,October 2000,113488,Brighton and Hove,1632591
0,November,2000,November,2000,2522,2000,November 2000,111506,Brighton and Hove,1632591
0,December,2000,December,2000,2523,2000,December 2000,111257,Brighton and Hove,1632591
0,January,2000,January,2000,2774,2000,January 2000,45432,Leicester,1632591
0,February,2000,February,2000,2775,2000,February 2000,45583,Leicester,1632591
0,March,2000,March,2000,2776,2000,March 2000,45602,Leicester,1632591
0,April,2000,April,2000,2777,2000,April 2000,46443,Leicester,1632591
0,May,2000,May,2000,2778,2000,May 2000,46900,Leicester,1632591
0,June,2000,June,2000,2779,2000,June 2000,48093,Leicester,1632591
0,July,2000,July,2000,2780,2000,July 2000,48422,Leicester,1632591
0,August,2000,August,2000,2781,2000,August 2000,49728,Leicester,1632591
0,September,2000,September,2000,2782,2000,September 2000,49546,Leicester,1632591
0,October,2000,October,2000,2783,2000,October 2000,49826,Leicester,1632591
0,November,2000,November,2000,2784,2000,November 2000,49147,Leicester,1632591
0,December,2000,December,2000,2785,2000,December 2000,49221,Leicester,1632591
0,January,2000,January,2000,3250,2000,January 2000,91439,"Bournemouth, Christchurch and Poole",1632591
0,February,2000,February,2000,3251,2000,February 2000,93174,"Bournemouth, Christchurch and Poole",1632591
0,March,2000,March,2000,3252,2000,March 2000,93817,"Bournemouth, Christchurch and Poole",1632591
0,April,2000,April,2000,3253,2000,April 2000,96235,"Bournemouth, Christchurch and Poole",1632591
0,May,2000,May,2000,3254,2000,May 2000,97364,"Bournemouth, Christchurch and Poole",1632591
0,June,2000,June,2000,3255,2000,June 2000,100041,"Bournemouth, Christchurch and Poole",1632591
0,July,2000,July,2000,3256,2000,July 2000,102670,"Bournemouth, Christchurch and Poole",1632591
0,August,2000,August,2000,3257,2000,August 2000,104110,"Bournemouth, Christchurch and Poole",1632591
0,September,2000,September,2000,3258,2000,September 2000,103888,"Bournemouth, Christchurch and Poole",1632591
0,October,2000,October,2000,3259,2000,October 2000,103026,"Bournemouth, Christchurch and Poole",1632591
0,November,2000,November,2000,3260,2000,November 2000,104191,"Bournemouth, Christchurch and Poole",1632591
0,December,2000,December,2000,3261,2000,December 2000,105174,"Bournemouth, Christchurch and Poole",1632591
0,January,2000,January,2000,3512,2000,January 2000,65213,Cardiff,1632591
0,February,2000,February,2000,3513,2000,February 2000,64415,Cardiff,1632591
0,March,2000,March,2000,3514,2000,March 2000,64546,Cardiff,1632591
0,April,2000,April,2000,3515,2000,April 2000,64062,Cardiff,1632591
0,May,2000,May,2000,3516,2000,May 2000,65747,Cardiff,1632591
0,June,2000,June,2000,3517,2000,June 2000,67185,Cardiff,1632591
0,July,2000,July,2000,3518,2000,July 2000,68697,Cardiff,1632591
0,August,2000,August,2000,3519,2000,August 2000,69988,Cardiff,1632591
0,September,2000,September,2000,3520,2000,September 2000,71491,Cardiff,1632591
0,October,2000,October,2000,3521,2000,October 2000,72106,Cardiff,1632591
0,November,2000,November,2000,3522,2000,November 2000,71631,Cardiff,1632591
0,December,2000,December,2000,3523,2000,December 2000,71326,Cardiff,1632591
0,January,2000,January,2000,3774,2000,January 2000,52539,Coventry,1632591
0,February,2000,February,2000,3775,2000,February 2000,52376,Coventry,1632591
0,March,2000,March,2000,3776,2000,March 2000,52493,Coventry,1632591
0,April,2000,April,2000,3777,2000,April 2000,54084,Coventry,1632591
0,May,2000,May,2000,3778,2000,May 2000,55163,Coventry,1632591
0,June,2000,June,2000,3779,2000,June 2000,56757,Coventry,1632591
0,July,2000,July,2000,3780,2000,July 2000,57257,Coventry,1632591
0,August,2000,August,2000,3781,2000,August 2000,58610,Coventry,1632591
0,September,2000,September,2000,3782,2000,September 2000,59013,Coventry,1632591
0,October,2000,October,2000,3783,2000,October 2000,59297,Coventry,1632591
0,November,2000,November,2000,3784,2000,November 2000,58680,Coventry,1632591
0,December,2000,December,2000,3785,2000,December 2000,59065,Coventry,1632591
0,January,2000,January,2000,4036,2000,January 2000,44260,Middlesbrough,1632591
0,February,2000,February,2000,4037,2000,February 2000,43630,Middlesbrough,1632591
0,March,2000,March,2000,4038,2000,March 2000,44075,Middlesbrough,1632591
0,April,2000,April,2000,4039,2000,April 2000,43299,Middlesbrough,1632591
0,May,2000,May,2000,4040,2000,May 2000,44442,Middlesbrough,1632591
0,June,2000,June,2000,4041,2000,June 2000,44227,Middlesbrough,1632591
0,July,2000,July,2000,4042,2000,July 2000,44230,Middlesbrough,1632591
0,August,2000,August,2000,4043,2000,August 2000,44110,Middlesbrough,1632591
0,September,2000,September,2000,4044,2000,September 2000,44193,Middlesbrough,1632591
0,October,2000,October,2000,4045,2000,October 2000,44109,Middlesbrough,1632591
0,November,2000,November,2000,4046,2000,November 2000,42527,Middlesbrough,1632591
0,December,2000,December,2000,4047,2000,December 2000,43598,Middlesbrough,1632591
0,January,2000,January,2000,4298,2000,January 2000,35554,Stoke on Trent,1632591
0,February,2000,February,2000,4299,2000,February 2000,35673,Stoke on Trent,1632591
0,March,2000,March,2000,4300,2000,March 2000,35383,Stoke on Trent,1632591
0,April,2000,April,2000,4301,2000,April 2000,35583,Stoke on Trent,1632591
0,May,2000,May,2000,4302,2000,May 2000,36139,Stoke on Trent,1632591
0,June,2000,June,2000,4303,2000,June 2000,36758,Stoke on Trent,1632591
0,July,2000,July,2000,4304,2000,July 2000,36952,Stoke on Trent,1632591
0,August,2000,August,2000,4305,2000,August 2000,36471,Stoke on Trent,1632591
0,September,2000,September,2000,4306,2000,September 2000,36776,Stoke on Trent,1632591
0,October,2000,October,2000,4307,2000,October 2000,36339,Stoke on Trent,1632591
0,November,2000,November,2000,4308,2000,November 2000,36432,Stoke on Trent,1632591
0,December,2000,December,2000,4309,2000,December 2000,35613,Stoke on Trent,1632591
0,January,2000,January,2000,4560,2000,January 2000,103040,Reading,1632591
0,February,2000,February,2000,4561,2000,February 2000,105377,Reading,1632591
0,March,2000,March,2000,4562,2000,March 2000,109242,Reading,1632591
0,April,2000,April,2000,4563,2000,April 2000,112623,Reading,1632591
0,May,2000,May,2000,4564,2000,May 2000,114900,Reading,1632591
0,June,2000,June,2000,4565,2000,June 2000,117726,Reading,1632591
0,July,2000,July,2000,4566,2000,July 2000,118924,Reading,1632591
0,August,2000,August,2000,4567,2000,August 2000,120743,Reading,1632591
0,September,2000,September,2000,4568,2000,September 2000,120515,Reading,1632591
0,October,2000,October,2000,4569,2000,October 2000,119424,Reading,1632591
0,November,2000,November,2000,4570,2000,November 2000,119288,Reading,1632591
0,December,2000,December,2000,4571,2000,December 2000,118553,Reading,1632591
0,January,2000,January,2000,4822,2000,January 2000,45122,Sunderland,1632591
0,February,2000,February,2000,4823,2000,February 2000,44769,Sunderland,1632591
0,March,2000,March,2000,4824,2000,March 2000,45097,Sunderland,1632591
0,April,2000,April,2000,4825,2000,April 2000,46078,Sunderland,1632591
0,May,2000,May,2000,4826,2000,May 2000,47021,Sunderland,1632591
0,June,2000,June,2000,4827,2000,June 2000,46535,Sunderland,1632591
0,July,2000,July,2000,4828,2000,July 2000,45917,Sunderland,1632591
0,August,2000,August,2000,4829,2000,August 2000,45340,Sunderland,1632591
0,September,2000,September,2000,4830,2000,September 2000,45837,Sunderland,1632591
0,October,2000,October,2000,4831,2000,October 2000,45678,Sunderland,1632591
0,November,2000,November,2000,4832,2000,November 2000,45931,Sunderland,1632591
0,December,2000,December,2000,4833,2000,December 2000,45912,Sunderland,1632591
1,January,2001,January,2001,12,2001,January 2001,149543,London,1666429
1,February,2001,February,2001,13,2001,February 2001,149776,London,1666429
1,March,2001,March,2001,14,2001,March 2001,150941,London,1666429
1,April,2001,April,2001,15,2001,April 2001,152865,London,1666429
1,May,2001,May,2001,16,2001,May 2001,157156,London,1666429
1,June,2001,June,2001,17,2001,June 2001,158760,London,1666429
1,July,2001,July,2001,18,2001,July 2001,161122,London,1666429
1,August,2001,August,2001,19,2001,August 2001,164628,London,1666429
1,September,2001,September,2001,20,2001,September 2001,164820,London,1666429
1,October,2001,October,2001,21,2001,October 2001,166189,London,1666429
1,November,2001,November,2001,22,2001,November 2001,167214,London,1666429
1,December,2001,December,2001,23,2001,December 2001,167693,London,1666429
1,January,2001,January,2001,274,2001,January 2001,43750,Manchester,1666429
1,February,2001,February,2001,275,2001,February 2001,44813,Manchester,1666429
1,March,2001,March,2001,276,2001,March 2001,44076,Manchester,1666429
1,April,2001,April,2001,277,2001,April 2001,45364,Manchester,1666429
1,May,2001,May,2001,278,2001,May 2001,46078,Manchester,1666429
1,June,2001,June,2001,279,2001,June 2001,46842,Manchester,1666429
1,July,2001,July,2001,280,2001,July 2001,48068,Manchester,1666429
1,August,2001,August,2001,281,2001,August 2001,49158,Manchester,1666429
1,September,2001,September,2001,282,2001,September 2001,50693,Manchester,1666429
1,October,2001,October,2001,283,2001,October 2001,50525,Manchester,1666429
1,November,2001,November,2001,284,2001,November 2001,49813,Manchester,1666429
1,December,2001,December,2001,285,2001,December 2001,49169,Manchester,1666429
1,January,2001,January,2001,536,2001,January 2001,64287,Birmingham,1666429
1,February,2001,February,2001,537,2001,February 2001,65120,Birmingham,1666429
1,March,2001,March,2001,538,2001,March 2001,65711,Birmingham,1666429
1,April,2001,April,2001,539,2001,April 2001,67388,Birmingham,1666429
1,May,2001,May,2001,540,2001,May 2001,68546,Birmingham,1666429
1,June,2001,June,2001,541,2001,June 2001,69720,Birmingham,1666429
1,July,2001,July,2001,542,2001,July 2001,70330,Birmingham,1666429
1,August,2001,August,2001,543,2001,August 2001,71643,Birmingham,1666429
1,September,2001,September,2001,544,2001,September 2001,72581,Birmingham,1666429
1,October,2001,October,2001,545,2001,October 2001,72985,Birmingham,1666429
1,November,2001,November,2001,546,2001,November 2001,73028,Birmingham,1666429
1,December,2001,December,2001,547,2001,December 2001,73216,Birmingham,1666429
1,January,2001,January,2001,798,2001,January 2001,62914,Leeds,1666429
1,February,2001,February,2001,799,2001,February 2001,63698,Leeds,1666429
1,March,2001,March,2001,800,2001,March 2001,63692,Leeds,1666429
1,April,2001,April,2001,801,2001,April 2001,64815,Leeds,1666429
1,May,2001,May,2001,802,2001,May 2001,65706,Leeds,1666429
1,June,2001,June,2001,803,2001,June 2001,67682,Leeds,1666429
1,July,2001,July,2001,804,2001,July 2001,68745,Leeds,1666429
1,August,2001,August,2001,805,2001,August 2001,69986,Leeds,1666429
1,September,2001,September,2001,806,2001,September 2001,70421,Leeds,1666429
1,October,2001,October,2001,807,2001,October 2001,70427,Leeds,1666429
1,November,2001,November,2001,808,2001,November 2001,70383,Leeds,1666429
1,December,2001,December,2001,809,2001,December 2001,71270,Leeds,1666429
1,January,2001,January,2001,1274,2001,January 2001,81841,Southampton,1666429
1,February,2001,February,2001,1275,2001,February 2001,83770,Southampton,1666429
1,March,2001,March,2001,1276,2001,March 2001,82598,Southampton,1666429
1,April,2001,April,2001,1277,2001,April 2001,84278,Southampton,1666429
1,May,2001,May,2001,1278,2001,May 2001,84384,Southampton,1666429
1,June,2001,June,2001,1279,2001,June 2001,87272,Southampton,1666429
1,July,2001,July,2001,1280,2001,July 2001,88146,Southampton,1666429
1,August,2001,August,2001,1281,2001,August 2001,90482,Southampton,1666429
1,September,2001,September,2001,1282,2001,September 2001,90309,Southampton,1666429
1,October,2001,October,2001,1283,2001,October 2001,92777,Southampton,1666429
1,November,2001,November,2001,1284,2001,November 2001,94184,Southampton,1666429
1,December,2001,December,2001,1285,2001,December 2001,95288,Southampton,1666429
1,January,2001,January,2001,1536,2001,January 2001,48227,Liverpool,1666429
1,February,2001,February,2001,1537,2001,February 2001,47683,Liverpool,1666429
1,March,2001,March,2001,1538,2001,March 2001,47446,Liverpool,1666429
1,April,2001,April,2001,1539,2001,April 2001,46925,Liverpool,1666429
1,May,2001,May,2001,1540,2001,May 2001,48195,Liverpool,1666429
1,June,2001,June,2001,1541,2001,June 2001,48807,Liverpool,1666429
1,July,2001,July,2001,1542,2001,July 2001,49564,Liverpool,1666429
1,August,2001,August,2001,1543,2001,August 2001,49831,Liverpool,1666429
1,September,2001,September,2001,1544,2001,September 2001,49881,Liverpool,1666429
1,October,2001,October,2001,1545,2001,October 2001,49785,Liverpool,1666429
1,November,2001,November,2001,1546,2001,November 2001,49890,Liverpool,1666429
1,December,2001,December,2001,1547,2001,December 2001,50411,Liverpool,1666429
1,January,2001,January,2001,1798,2001,January 2001,60816,Newcastle upon Tyne,1666429
1,February,2001,February,2001,1799,2001,February 2001,60235,Newcastle upon Tyne,1666429
1,March,2001,March,2001,1800,2001,March 2001,61114,Newcastle upon Tyne,1666429
1,April,2001,April,2001,1801,2001,April 2001,61992,Newcastle upon Tyne,1666429
1,May,2001,May,2001,1802,2001,May 2001,64365,Newcastle upon Tyne,1666429
1,June,2001,June,2001,1803,2001,June 2001,64962,Newcastle upon Tyne,1666429
1,July,2001,July,2001,1804,2001,July 2001,66847,Newcastle upon Tyne,1666429
1,August,2001,August,2001,1805,2001,August 2001,69063,Newcastle upon Tyne,1666429
1,September,2001,September,2001,1806,2001,September 2001,68762,Newcastle upon Tyne,1666429
1,October,2001,October,2001,1807,2001,October 2001,68269,Newcastle upon Tyne,1666429
1,November,2001,November,2001,1808,2001,November 2001,66429,Newcastle upon Tyne,1666429
1,December,2001,December,2001,1809,2001,December 2001,71560,Newcastle upon Tyne,1666429
1,January,2001,January,2001,2060,2001,January 2001,53588,Sheffield,1666429
1,February,2001,February,2001,2061,2001,February 2001,53929,Sheffield,1666429
1,March,2001,March,2001,2062,2001,March 2001,53708,Sheffield,1666429
1,April,2001,April,2001,2063,2001,April 2001,53619,Sheffield,1666429
1,May,2001,May,2001,2064,2001,May 2001,54287,Sheffield,1666429
1,June,2001,June,2001,2065,2001,June 2001,56085,Sheffield,1666429
1,July,2001,July,2001,2066,2001,July 2001,57442,Sheffield,1666429
1,August,2001,August,2001,2067,2001,August 2001,59011,Sheffield,1666429
1,September,2001,September,2001,2068,2001,September 2001,59713,Sheffield,1666429
1,October,2001,October,2001,2069,2001,October 2001,59471,Sheffield,1666429
1,November,2001,November,2001,2070,2001,November 2001,58984,Sheffield,1666429
1,December,2001,December,2001,2071,2001,December 2001,59137,Sheffield,1666429
1,January,2001,January,2001,2524,2001,January 2001,113076,Brighton and Hove,1666429
1,February,2001,February,2001,2525,2001,February 2001,114804,Brighton and Hove,1666429
1,March,2001,March,2001,2526,2001,March 2001,116978,Brighton and Hove,1666429
1,April,2001,April,2001,2527,2001,April 2001,118568,Brighton and Hove,1666429
1,May,2001,May,2001,2528,2001,May 2001,121984,Brighton and Hove,1666429
1,June,2001,June,2001,2529,2001,June 2001,126247,Brighton and Hove,1666429
1,July,2001,July,2001,2530,2001,July 2001,131091,Brighton and Hove,1666429
1,August,2001,August,2001,2531,2001,August 2001,135196,Brighton and Hove,1666429
1,September,2001,September,2001,2532,2001,September 2001,137237,Brighton and Hove,1666429
1,October,2001,October,2001,2533,2001,October 2001,138844,Brighton and Hove,1666429
1,November,2001,November,2001,2534,2001,November 2001,139081,Brighton and Hove,1666429
1,December,2001,December,2001,2535,2001,December 2001,138757,Brighton and Hove,1666429
1,January,2001,January,2001,2786,2001,January 2001,49640,Leicester,1666429
1,February,2001,February,2001,2787,2001,February 2001,50204,Leicester,1666429
1,March,2001,March,2001,2788,2001,March 2001,51472,Leicester,1666429
1,April,2001,April,2001,2789,2001,April 2001,52071,Leicester,1666429
1,May,2001,May,2001,2790,2001,May 2001,53655,Leicester,1666429
1,June,2001,June,2001,2791,2001,June 2001,54040,Leicester,1666429
1,July,2001,July,2001,2792,2001,July 2001,55089,Leicester,1666429
1,August,2001,August,2001,2793,2001,August 2001,55914,Leicester,1666429
1,September,2001,September,2001,2794,2001,September 2001,56757,Leicester,1666429
1,October,2001,October,2001,2795,2001,October 2001,57890,Leicester,1666429
1,November,2001,November,2001,2796,2001,November 2001,58793,Leicester,1666429
1,December,2001,December,2001,2797,2001,December 2001,60802,Leicester,1666429
1,January,2001,January,2001,3262,2001,January 2001,105634,"Bournemouth, Christchurch and Poole",1666429
1,February,2001,February,2001,3263,2001,February 2001,103338,"Bournemouth, Christchurch and Poole",1666429
1,March,2001,March,2001,3264,2001,March 2001,104600,"Bournemouth, Christchurch and Poole",1666429
1,April,2001,April,2001,3265,2001,April 2001,105006,"Bournemouth, Christchurch and Poole",1666429
1,May,2001,May,2001,3266,2001,May 2001,108137,"Bournemouth, Christchurch and Poole",1666429
1,June,2001,June,2001,3267,2001,June 2001,108755,"Bournemouth, Christchurch and Poole",1666429
1,July,2001,July,2001,3268,2001,July 2001,111048,"Bournemouth, Christchurch and Poole",1666429
1,August,2001,August,2001,3269,2001,August 2001,112382,"Bournemouth, Christchurch and Poole",1666429
1,September,2001,September,2001,3270,2001,September 2001,115392,"Bournemouth, Christchurch and Poole",1666429
1,October,2001,October,2001,3271,2001,October 2001,117153,"Bournemouth, Christchurch and Poole",1666429
1,November,2001,November,2001,3272,2001,November 2001,119157,"Bournemouth, Christchurch and Poole",1666429
1,December,2001,December,2001,3273,2001,December 2001,119473,"Bournemouth, Christchurch and Poole",1666429
1,January,2001,January,2001,3524,2001,January 2001,71940,Cardiff,1666429
1,February,2001,February,2001,3525,2001,February 2001,73704,Cardiff,1666429
1,March,2001,March,2001,3526,2001,March 2001,74456,Cardiff,1666429
1,April,2001,April,2001,3527,2001,April 2001,74585,Cardiff,1666429
1,May,2001,May,2001,3528,2001,May 2001,75468,Cardiff,1666429
1,June,2001,June,2001,3529,2001,June 2001,76746,Cardiff,1666429
1,July,2001,July,2001,3530,2001,July 2001,78307,Cardiff,1666429
1,August,2001,August,2001,3531,2001,August 2001,78765,Cardiff,1666429
1,September,2001,September,2001,3532,2001,September 2001,80278,Cardiff,1666429
1,October,2001,October,2001,3533,2001,October 2001,81097,Cardiff,1666429
1,November,2001,November,2001,3534,2001,November 2001,82013,Cardiff,1666429
1,December,2001,December,2001,3535,2001,December 2001,82532,Cardiff,1666429
1,January,2001,January,2001,3786,2001,January 2001,59533,Coventry,1666429
1,February,2001,February,2001,3787,2001,February 2001,60625,Coventry,1666429
1,March,2001,March,2001,3788,2001,March 2001,61107,Coventry,1666429
1,April,2001,April,2001,3789,2001,April 2001,62989,Coventry,1666429
1,May,2001,May,2001,3790,2001,May 2001,63886,Coventry,1666429
1,June,2001,June,2001,3791,2001,June 2001,65283,Coventry,1666429
1,July,2001,July,2001,3792,2001,July 2001,65245,Coventry,1666429
1,August,2001,August,2001,3793,2001,August 2001,65995,Coventry,1666429
1,September,2001,September,2001,3794,2001,September 2001,66175,Coventry,1666429
1,October,2001,October,2001,3795,2001,October 2001,66517,Coventry,1666429
1,November,2001,November,2001,3796,2001,November 2001,67184,Coventry,1666429
1,December,2001,December,2001,3797,2001,December 2001,67848,Coventry,1666429
1,January,2001,January,2001,4048,2001,January 2001,43710,Middlesbrough,1666429
1,February,2001,February,2001,4049,2001,February 2001,43293,Middlesbrough,1666429
1,March,2001,March,2001,4050,2001,March 2001,40745,Middlesbrough,1666429
1,April,2001,April,2001,4051,2001,April 2001,40855,Middlesbrough,1666429
1,May,2001,May,2001,4052,2001,May 2001,42161,Middlesbrough,1666429
1,June,2001,June,2001,4053,2001,June 2001,44072,Middlesbrough,1666429
1,July,2001,July,2001,4054,2001,July 2001,44412,Middlesbrough,1666429
1,August,2001,August,2001,4055,2001,August 2001,44943,Middlesbrough,1666429
1,September,2001,September,2001,4056,2001,September 2001,45809,Middlesbrough,1666429
1,October,2001,October,2001,4057,2001,October 2001,46602,Middlesbrough,1666429
1,November,2001,November,2001,4058,2001,November 2001,46873,Middlesbrough,1666429
1,December,2001,December,2001,4059,2001,December 2001,46300,Middlesbrough,1666429
1,January,2001,January,2001,4310,2001,January 2001,35868,Stoke on Trent,1666429
1,February,2001,February,2001,4311,2001,February 2001,36381,Stoke on Trent,1666429
1,March,2001,March,2001,4312,2001,March 2001,37194,Stoke on Trent,1666429
1,April,2001,April,2001,4313,2001,April 2001,37204,Stoke on Trent,1666429
1,May,2001,May,2001,4314,2001,May 2001,37710,Stoke on Trent,1666429
1,June,2001,June,2001,4315,2001,June 2001,37818,Stoke on Trent,1666429
1,July,2001,July,2001,4316,2001,July 2001,38351,Stoke on Trent,1666429
1,August,2001,August,2001,4317,2001,August 2001,38867,Stoke on Trent,1666429
